id,title,description,link,image_url,price,brand,availability,condition
ABE-SL01,Aberdeen | Patio Slabs | Techo-Bloc,Aberdeen Slabs are massive and luxurious.,https://www.techo-bloc.com/shop/slabs/aberdeen,https://www.techo-bloc.com/assets/75/23/7523e9c8-35ff-4d7f-a9af-579f78cc9b97/12d46a8f68f34b469228392acde8faf4.jpeg,0.00 USD,Techo-Bloc,in stock,new
