id,title,description,link,image_link,price
ABE-SL01,Aberdeen,"Aberdeen Slabs are massive and luxurious, and could be just what you need.",https://www.techo-bloc.com/shop/slabs/aberdeen,https://www.techo-bloc.com/assets/75/23/7523e9c8-35ff-4d7f-a9af-579f78cc9b97/12d46a8f68f34b469228392acde8faf4.jpeg,0.00 USD
